,authors,publicationNumber,publicationDate,articleNumber,articleTitle,downloadCount,abstract,articleContentType,authorsAffilationCountry,extracted_class
978,"[{'preferredName': 'Kenneth Fuglsang Christensen', 'normalizedName': 'K. F. Christensen', 'firstName': 'Kenneth Fuglsang', 'lastName': 'Christensen', 'searchablePreferredName': 'Kenneth Fuglsang Christensen', 'id': 37072378500}, {'preferredName': 'Lasse Linnerup Christiansen', 'normalizedName': 'L. L. Christiansen', 'firstName': 'Lasse Linnerup', 'lastName': 'Christiansen', 'searchablePreferredName': 'Lasse Linnerup Christiansen', 'id': 37072507600}, {'preferredName': 'Torben Bach Pedersen', 'normalizedName': 'T. B. Pedersen', 'firstName': 'Torben Bach', 'lastName': 'Pedersen', 'searchablePreferredName': 'Torben Bach Pedersen', 'id': 37269743300}, {'preferredName': 'Jeppe Pihl', 'normalizedName': 'J. Pihl', 'firstName': 'Jeppe', 'lastName': 'Pihl', 'searchablePreferredName': 'Jeppe Pihl', 'id': 37072487500}]",6568397,3-6 June 2013,6569138,Continuous Query Processing for Actual and Predicted Object Flow in Symbolic Space,92,"Monitoring the actual and predicted flow of receptor-based (e.g. RFID) moving objects can be useful in a variety of applications, e.g., to predict congestion in an airport bag handling system or reason about the location of a lost bag. In this paper, we propose the Flow Representation Graph (FRG) model, which, unlike earlier work, captures both the actual and predicted flow of moving objects in a ...",Conferences,"[None, 'DNK', 'DNK', None]",MEDI
979,"[{'preferredName': 'Xiping Liu', 'normalizedName': 'X. Liu', 'firstName': 'Xiping', 'lastName': 'Liu', 'searchablePreferredName': 'Xiping Liu', 'id': 37835775600}, {'preferredName': 'Changxuan Wan', 'normalizedName': 'C. Wan', 'firstName': 'Changxuan', 'lastName': 'Wan', 'searchablePreferredName': 'Changxuan Wan', 'id': 37832406600}]",7045848,31 Oct.-2 Nov. 2014,7046928,Beyond Bag of Words: A New Model for XML Keyword Query,55,"Keyword search is an effective paradigm for information discovery and has been introduced recently to [::query::] XML documents. Effective keyword search of XML documents needs full understanding of the keyword [::query::]. Traditional bag of-words model cannot differentiate the roles of keywords as well as the relationship between keywords, thus is not proper for XML keyword [::queries::]. In thi...",Conferences,"['CHN', 'CHN']",MEDI
980,"[{'preferredName': 'Qisen Zhou', 'normalizedName': 'Q. Zhou', 'firstName': 'Qisen', 'lastName': 'Zhou', 'searchablePreferredName': 'Qisen Zhou', 'id': 37088770249}, {'preferredName': 'Zhongguang Sun', 'normalizedName': 'Z. Sun', 'firstName': 'Zhongguang', 'lastName': 'Sun', 'searchablePreferredName': 'Zhongguang Sun', 'id': 37088763674}, {'preferredName': 'Xuan Wang', 'normalizedName': 'X. Wang', 'firstName': 'Xuan', 'lastName': 'Wang', 'searchablePreferredName': 'Xuan Wang', 'id': 37088771810}, {'preferredName': 'Yong Li', 'normalizedName': 'Y. Li', 'firstName': 'Yong', 'lastName': 'Li', 'searchablePreferredName': 'Yong Li', 'id': 37088771844}, {'preferredName': 'Wei Sun', 'normalizedName': 'W. Sun', 'firstName': 'Wei', 'lastName': 'Sun', 'searchablePreferredName': 'Wei Sun', 'id': 37088767867}, {'preferredName': 'Shuqiu Dai', 'normalizedName': 'S. Dai', 'firstName': 'Shuqiu', 'lastName': 'Dai', 'searchablePreferredName': 'Shuqiu Dai', 'id': 37088764245}]",9332309,28-30 Nov. 2020,9332395,Improved query model for rapidly query based on distributed hash index,43,"Aiming at the low efficiency of the Big data [::query::] of the internet of Things, the research based on the smart urban management platform, and on the premise of retaining the original platform data integration framework. The [::query::] model and process are redesigned and a new data improved [::query::] model is proposed by introducing hash coding, distributed index and data dictionary. Compa...",Conferences,"['CHN', 'CHN', 'CHN', 'CHN', 'CHN', 'CHN']",MEDI
981,"[{'preferredName': 'Christopher Baik', 'normalizedName': 'C. Baik', 'firstName': 'Christopher', 'lastName': 'Baik', 'searchablePreferredName': 'Christopher Baik', 'id': 37086855122}, {'preferredName': 'H. V. Jagadish', 'normalizedName': 'H. V. Jagadish', 'firstName': 'H. V.', 'lastName': 'Jagadish', 'searchablePreferredName': 'H. V. Jagadish', 'id': 37283361200}, {'preferredName': 'Yunyao Li', 'normalizedName': 'Y. Li', 'firstName': 'Yunyao', 'lastName': 'Li', 'searchablePreferredName': 'Yunyao Li', 'id': 37086510606}]",8725877,8-11 April 2019,8731607,Bridging the Semantic Gap with SQL Query Logs in Natural Language Interfaces to Databases,751,A critical challenge in constructing a natural language interface to database (NLIDB) is bridging the semantic gap between a natural language [::query::] (NLQ) and the underlying data. Two specific ways this challenge exhibits itself is through keyword mapping and join path inference. Keyword mapping is the task of mapping individual keywords in the original NLQ to database elements (such as relat...,Conferences,"[None, None, 'USA']",MEDI
982,"[{'preferredName': 'Shixuan Sun', 'normalizedName': 'S. Sun', 'firstName': 'Shixuan', 'lastName': 'Sun', 'searchablePreferredName': 'Shixuan Sun', 'id': 37086855777}, {'preferredName': 'Qiong Luo', 'normalizedName': 'Q. Luo', 'firstName': 'Qiong', 'lastName': 'Luo', 'searchablePreferredName': 'Qiong Luo', 'id': 37277981600}]",8725877,8-11 April 2019,8731488,Scaling Up Subgraph Query Processing with Efficient Subgraph Matching,1366,"A subgraph [::query::] finds all data graphs in a graph database each of which contains the given [::query::] graph. Existing work takes the indexing-filtering-verification (IFV) approach to first index all data graphs, then filter out some of them based on the index, and finally test subgraph isomorphism on each of the remaining data graphs. This final test of subgraph isomorphism is a sub-proble...",Conferences,"['CHN', 'CHN']",MEDI
983,"[{'preferredName': 'Yu Li', 'normalizedName': 'Y. Li', 'firstName': 'Yu', 'lastName': 'Li', 'searchablePreferredName': 'Yu Li', 'id': 37085378602}, {'preferredName': 'Man Lung Yiu', 'normalizedName': 'M. L. Yiu', 'firstName': 'Man Lung', 'lastName': 'Yiu', 'searchablePreferredName': 'Man Lung Yiu', 'id': 37283828100}]",69,1 Jan. 2015,6816049,Route-Saver: Leveraging Route APIs for Accurate and Efficient Query Processing at Location-Based Services,714,"Location-based services (LBS) enable mobile users to [::query::] points-of-interest (e.g., restaurants, cafes) on various features (e.g., price, quality, variety). In addition, users require accurate [::query::] results with up-to-date travel times. Lacking the monitoring infrastructure for road traffic, the LBS may obtain live travel times of routes from online route APIs in order to offer accura...",Journals,"['HKG', 'HKG']",MEDI
984,"[{'preferredName': 'Rui Zhang', 'normalizedName': 'R. Zhang', 'firstName': 'Rui', 'lastName': 'Zhang', 'searchablePreferredName': 'Rui Zhang', 'id': 37307313600}, {'preferredName': 'Jing Shi', 'normalizedName': 'J. Shi', 'firstName': 'Jing', 'lastName': 'Shi', 'searchablePreferredName': 'Jing Shi', 'id': 38247409500}, {'preferredName': 'Yanchao Zhang', 'normalizedName': 'Y. Zhang', 'firstName': 'Yanchao', 'lastName': 'Zhang', 'searchablePreferredName': 'Yanchao Zhang', 'id': 37279953200}, {'preferredName': 'Xiaoxia Huang', 'normalizedName': 'X. Huang', 'firstName': 'Xiaoxia', 'lastName': 'Huang', 'searchablePreferredName': 'Xiaoxia Huang', 'id': 37407396800}]",25,Nov. 2014,6767141,Secure Top-  $k$ Query Processing in Unattended Tiered Sensor Networks,297,"Many future large-scale unattended sensor networks (USNs) are expected to follow a two-tier architecture with resource-poor sensor nodes at the lower tier and fewer resource-rich master nodes at the upper tier. Master nodes collect data from sensor nodes and then answer the [::queries::] from the network owner on their behalf. In hostile environments, master and sensor nodes may be compromised by ...",Journals,"['USA', 'CHN', None, 'CHN']",MEDI
985,"[{'preferredName': 'Atoshum Cahsai', 'normalizedName': 'A. Cahsai', 'firstName': 'Atoshum', 'lastName': 'Cahsai', 'searchablePreferredName': 'Atoshum Cahsai', 'id': 37086179353}, {'preferredName': 'Nikos Ntarmos', 'normalizedName': 'N. Ntarmos', 'firstName': 'Nikos', 'lastName': 'Ntarmos', 'searchablePreferredName': 'Nikos Ntarmos', 'id': 37271709900}, {'preferredName': 'Christos Anagnostopoulos', 'normalizedName': 'C. Anagnostopoulos', 'firstName': 'Christos', 'lastName': 'Anagnostopoulos', 'searchablePreferredName': 'Christos Anagnostopoulos', 'id': 37287325400}, {'preferredName': 'Peter Triantafillou', 'normalizedName': 'P. Triantafillou', 'firstName': 'Peter', 'lastName': 'Triantafillou', 'searchablePreferredName': 'Peter Triantafillou', 'id': 37271711900}]",7976702,5-8 June 2017,7980081,Scaling k-Nearest Neighbours Queries (The Right Way),363,"Recently parallel / distributed processing approaches have been proposed for processing k-Nearest Neighbours (kNN) [::queries::] over very large (multidimensional) datasets aiming to ensure scalability. However, this is typically achieved at the expense of efficiency. With this paper we offer a novel approach that alleviates the performance problems associated with state of the art methods. The es...",Conferences,"['UKR', 'UKR', 'UKR', None]",MEDI
986,"[{'preferredName': 'Lei Dong', 'normalizedName': 'L. Dong', 'firstName': 'Lei', 'lastName': 'Dong', 'searchablePreferredName': 'Lei Dong', 'id': 37085447069}, {'preferredName': 'Xuan Chen', 'normalizedName': 'X. Chen', 'firstName': 'Xuan', 'lastName': 'Chen', 'searchablePreferredName': 'Xuan Chen', 'id': 37085650490}, {'preferredName': 'Jianxiang Zhu', 'normalizedName': 'J. Zhu', 'firstName': 'Jianxiang', 'lastName': 'Zhu', 'searchablePreferredName': 'Jianxiang Zhu', 'id': 37085637768}, {'preferredName': 'Hong Chen', 'normalizedName': 'H. Chen', 'firstName': 'Hong', 'lastName': 'Chen', 'searchablePreferredName': 'Hong Chen', 'id': 37441707100}, {'preferredName': 'Ke Wang', 'normalizedName': 'K. Wang', 'firstName': 'Ke', 'lastName': 'Wang', 'searchablePreferredName': 'Ke Wang', 'id': 37276809400}, {'preferredName': 'Cuiping Li', 'normalizedName': 'C. Li', 'firstName': 'Cuiping', 'lastName': 'Li', 'searchablePreferredName': 'Cuiping Li', 'id': 37536357700}]",7371402,28 Sept.-1 Oct. 2015,7371574,A Secure Collusion-Aware and Probability-Aware Range Query Processing in Tiered Sensor Networks,153,"With high expansibility and efficient power usage, tiered wireless sensor networks are widely deployed in many fields as an important part of Internet of Things (IoTs). It is challenging to process range [::query::] while protecting sensitive data from adversaries. Moreover, most existing work focuses on privacy-preserving range [::query::] neglecting collusion attacks and probability attacks, whi...",Conferences,"['CHN', 'CHN', 'CHN', 'CHN', 'CAN', 'CHN']",MEDI
987,"[{'preferredName': 'Chuan-Chi Lai', 'normalizedName': 'C. -C. Lai', 'firstName': 'Chuan-Chi', 'lastName': 'Lai', 'searchablePreferredName': 'Chuan-Chi Lai', 'id': 37086393462}, {'preferredName': 'Zulhaydar Fairozal Akbar', 'normalizedName': 'Z. F. Akbar', 'firstName': 'Zulhaydar Fairozal', 'lastName': 'Akbar', 'searchablePreferredName': 'Zulhaydar Fairozal Akbar', 'id': 37086924979}, {'preferredName': 'Chuan-Ming Liu', 'normalizedName': 'C. -M. Liu', 'firstName': 'Chuan-Ming', 'lastName': 'Liu', 'searchablePreferredName': 'Chuan-Ming Liu', 'id': 37423241200}, {'preferredName': 'Van-Dai Ta', 'normalizedName': 'V. -D. Ta', 'firstName': 'Van-Dai', 'lastName': 'Ta', 'searchablePreferredName': 'Van-Dai Ta', 'id': 37085845692}, {'preferredName': 'Li-Chun Wang', 'normalizedName': 'L. -C. Wang', 'firstName': 'Li-Chun', 'lastName': 'Wang', 'searchablePreferredName': 'Li-Chun Wang', 'id': 37280758200}]",6488907,Aug. 2019,8681541,Distributed Continuous Range-Skyline Query Monitoring Over the Internet of Mobile Things,336,"A range-skyline [::query::] (RSQ) is the combination of range [::query::] and skyline [::query::]. It is one of the practical [::query::] types in multicriteria decision services, which may include the spatial and nonspatial information as well as make the resulting information more useful than skyline search when the location is concerned. Furthermore, continuous RSQ (CRSQ) is an extension of RSQ...",Journals,"['TWN', 'IDN', 'TWN', 'TWN', 'TWN']",MEDI
988,"[{'preferredName': 'Chongsheng Zhang', 'normalizedName': 'C. Zhang', 'firstName': 'Chongsheng', 'lastName': 'Zhang', 'searchablePreferredName': 'Chongsheng Zhang', 'id': 37086311700}, {'preferredName': 'George Almpanidis', 'normalizedName': 'G. Almpanidis', 'firstName': 'George', 'lastName': 'Almpanidis', 'searchablePreferredName': 'George Almpanidis', 'id': 37089937562}, {'preferredName': 'Faegheh Hasibi', 'normalizedName': 'F. Hasibi', 'firstName': 'Faegheh', 'lastName': 'Hasibi', 'searchablePreferredName': 'Faegheh Hasibi', 'id': 37086992766}, {'preferredName': 'Gaojuan Fan', 'normalizedName': 'G. Fan', 'firstName': 'Gaojuan', 'lastName': 'Fan', 'searchablePreferredName': 'Gaojuan Fan', 'id': 37086995116}]",6287639,2019,8813059,Gridvoronoi: An Efficient Spatial Index for Nearest Neighbor Query Processing,905,"In this paper, based upon Voronoi Diagram, we propose GridVoronoi which is a novel spatial index that enables users to find the spatial nearest neighbour (NN) from two-dimensional (2D) datasets in almost O(1) time. GridVoronoi augments the Voronoi Diagram with a virtual grid to promptly find out (in a geometric space) which Voronoi cell contains the [::query::] point. It consists of an off-line da...",Journals,"['CHN', 'CHN', 'NLD', 'CHN']",MEDI
989,"[{'preferredName': 'Dai Hua', 'normalizedName': 'D. Hua', 'firstName': 'Dai', 'lastName': 'Hua', 'searchablePreferredName': 'Dai Hua', 'id': 38075042000}, {'preferredName': 'Yang Geng', 'normalizedName': 'Y. Geng', 'firstName': 'Yang', 'lastName': 'Geng', 'searchablePreferredName': 'Yang Geng', 'id': 38667245400}, {'preferredName': 'Xiao Fu', 'normalizedName': 'X. Fu', 'firstName': 'Xiao', 'lastName': 'Fu', 'searchablePreferredName': 'Xiao Fu', 'id': 37087350822}, {'preferredName': 'Zhou Qiang', 'normalizedName': 'Z. Qiang', 'firstName': 'Zhou', 'lastName': 'Qiang', 'searchablePreferredName': 'Zhou Qiang', 'id': 37086687122}]",6724377,11-13 Dec. 2013,6726332,EVTQ: An Efficient Verifiable Top-k Query Processing in Two-Tiered Wireless Sensor Networks,90,"We consider a capable and scalable network model named two-tiered sensor network which consists of regular resource-limited sensor nodes and powerful storage nodes with abundant resources. In such architecture, storage nodes are on charge of storing data collected and submitted by sensor nodes as well as processing [::queries::] from the base station. Owing to the importance role that storage node...",Conferences,"['CHN', None, 'CHN', 'CHN']",MEDI
990,"[{'preferredName': 'Hrithik Sanyal', 'normalizedName': 'H. Sanyal', 'firstName': 'Hrithik', 'lastName': 'Sanyal', 'searchablePreferredName': 'Hrithik Sanyal', 'id': 37088553575}, {'preferredName': 'Sagar Shukla', 'normalizedName': 'S. Shukla', 'firstName': 'Sagar', 'lastName': 'Shukla', 'searchablePreferredName': 'Sagar Shukla', 'id': 37088551171}, {'preferredName': 'Rajneesh Agrawal', 'normalizedName': 'R. Agrawal', 'firstName': 'Rajneesh', 'lastName': 'Agrawal', 'searchablePreferredName': 'Rajneesh Agrawal', 'id': 37088550814}]",9417810,2-4 April 2021,9418091,Natural Language Processing Technique for Generation of SQL Queries Dynamically,546,"Natural Language Processing is being used in every field of human to machine interaction. Database [::queries::] although have a confined set of instructions, but still found to be complex and dedicated human resources are required to write, test, optimize and execute structured [::query::] language statements. This makes it difficult, time-consuming and many a time inaccurate too. Such difficulti...",Conferences,"['IOT', 'IOT', 'IOT']",MEDI
991,"[{'preferredName': 'Xite Wang', 'normalizedName': 'X. Wang', 'firstName': 'Xite', 'lastName': 'Wang', 'searchablePreferredName': 'Xite Wang', 'id': 37086347701}, {'preferredName': 'Jiafan Li', 'normalizedName': 'J. Li', 'firstName': 'Jiafan', 'lastName': 'Li', 'searchablePreferredName': 'Jiafan Li', 'id': 37088810925}, {'preferredName': 'Mei Bai', 'normalizedName': 'M. Bai', 'firstName': 'Mei', 'lastName': 'Bai', 'searchablePreferredName': 'Mei Bai', 'id': 37085798929}, {'preferredName': 'Qian Ma', 'normalizedName': 'Q. Ma', 'firstName': 'Qian', 'lastName': 'Ma', 'searchablePreferredName': 'Qian Ma', 'id': 37086539369}]",6287639,2021,9352773,RODA: A Fast Outlier Detection Algorithm Supporting Multi-Queries,607,"Outlier detection is an important task in the field of big data analysis. The technology has been extensively used in network security, sensor data analysis, public health and so on. In an outlier detection system, with the continuous expansion of upper-layer applications, a system needs to process a large number of [::query::] requests in a very short time, which places high requirements on the t...",Journals,"['CHN', 'CHN', 'CHN', 'CHN']",MEDI
992,"[{'preferredName': 'Marlene Goncalves', 'normalizedName': 'M. Goncalves', 'firstName': 'Marlene', 'lastName': 'Goncalves', 'searchablePreferredName': 'Marlene Goncalves', 'id': 37330062000}, {'preferredName': 'David Chaves-Fraga', 'normalizedName': 'D. Chaves-Fraga', 'firstName': 'David', 'lastName': 'Chaves-Fraga', 'searchablePreferredName': 'David Chaves-Fraga', 'id': 37088897786}, {'preferredName': 'Oscar Corcho', 'normalizedName': 'O. Corcho', 'firstName': 'Oscar', 'lastName': 'Corcho', 'searchablePreferredName': 'Oscar Corcho', 'id': 37671153900}]",9457557,14-17 Dec. 2020,9457715,Morph-Skyline: Virtual Ontology-Based Data Access for Skyline Queries,56,"Skyline [::queries::] are being used in decision-making applications to help stakeholders find the set of data that satisfies certain criteria, whose weight may not be assigned beforehand. Given the wide availability of heterogeneous datasets that are being published following Open Data initiatives, combining skyline [::queries::] with [::query::] processing approaches such as Ontology-Based Data ...",Conferences,"['VEN', None, None]",MEDI
993,"[{'preferredName': 'Jesse Weaver', 'normalizedName': 'J. Weaver', 'firstName': 'Jesse', 'lastName': 'Weaver', 'searchablePreferredName': 'Jesse Weaver', 'id': 37085866591}, {'preferredName': 'Qi Han', 'normalizedName': 'Q. Han', 'firstName': 'Qi', 'lastName': 'Han', 'searchablePreferredName': 'Qi Han', 'id': 37289404800}, {'preferredName': 'Archan Misra', 'normalizedName': 'A. Misra', 'firstName': 'Archan', 'lastName': 'Misra', 'searchablePreferredName': 'Archan Misra', 'id': 37270073500}]",7517494,13-16 June 2016,7517777,Building the Case for Dynamic Location Query Processing,93,"The increasing popularity of mobile devices in recent years has spurred interest in [::querying::] and tracking their locations for a wide variety of applications. Many naive approaches to localizing mobile devices, however, suffer from excessive energy use, poor accuracy in indoor environments, or excessive complexity presented to the application developer. We ask: does processing and evaluating ...",Conferences,"['USA', 'USA', 'SGP']",MEDI
994,"[{'preferredName': 'Yuan Qiu', 'normalizedName': 'Y. Qiu', 'firstName': 'Yuan', 'lastName': 'Qiu', 'searchablePreferredName': 'Yuan Qiu', 'id': 37085556002}, {'preferredName': 'Xinhong Hei', 'normalizedName': 'X. Hei', 'firstName': 'Xinhong', 'lastName': 'Hei', 'searchablePreferredName': 'Xinhong Hei', 'id': 37604019400}, {'preferredName': 'Tadashi Ohmori', 'normalizedName': 'T. Ohmori', 'firstName': 'Tadashi', 'lastName': 'Ohmori', 'searchablePreferredName': 'Tadashi Ohmori', 'id': 37282783900}, {'preferredName': 'Hideyuki Fujita', 'normalizedName': 'H. Fujita', 'firstName': 'Hideyuki', 'lastName': 'Fujita', 'searchablePreferredName': 'Hideyuki Fujita', 'id': 37085552777}]",8883860,5-8 Aug. 2019,8887365,An Object-Pair Driven Approach for Top-k mCK Query Problem by Using Hilbert R-Tree,129,"An m-Closest Keywords (mCK) [::query::] is a typical kind of spatial keyword [::queries::] for geo-textual objects. This [::query::] aims to find a set of geo-textual objects (object-set) that are close together and collectively cover m user-given keywords. It uses the &#39;diameter&#39; of object-set to measure its closeness and find the set of objects that minimizes the diameter as a result. Up to now, ...",Conferences,"['CHN', 'CHN', 'JPN', 'JPN']",MEDI
995,"[{'preferredName': 'Jiahui Yang', 'normalizedName': 'J. Yang', 'firstName': 'Jiahui', 'lastName': 'Yang', 'searchablePreferredName': 'Jiahui Yang', 'id': 37089413235}, {'preferredName': 'Rongli Gai', 'normalizedName': 'R. Gai', 'firstName': 'Rongli', 'lastName': 'Gai', 'searchablePreferredName': 'Rongli Gai', 'id': 37086288049}, {'preferredName': 'Liming Duan', 'normalizedName': 'L. Duan', 'firstName': 'Liming', 'lastName': 'Duan', 'searchablePreferredName': 'Liming Duan', 'id': 37086303494}]",9780876,20-22 Dec. 2021,9781051,Survey on Query Optimization of GPU database,231,"In the era of artificial intelligence, CPU-driven database is not applicable in terms of data access speed and processing speed. With ultra-high-speed computing power and ultra-large data processing bandwidth capabilities, GPU is favored by people. The database branch with GPU computing as the core (GDBMS) is booming. Because of its high characteristics of concurrency (simple) operation, high thro...",Conferences,"['CHN', 'CHN', 'CHN']",MEDI
996,"[{'preferredName': 'Shauli Sarmin Sumi', 'normalizedName': 'S. S. Sumi', 'firstName': 'Shauli Sarmin', 'lastName': 'Sumi', 'searchablePreferredName': 'Shauli Sarmin Sumi', 'id': 37086593048}, {'preferredName': 'Wendy Osborn', 'normalizedName': 'W. Osborn', 'firstName': 'Wendy', 'lastName': 'Osborn', 'searchablePreferredName': 'Wendy Osborn', 'id': 37683921700}]",8584037,1-3 Nov. 2018,8614984,Strategies for Continuous Region Query Processing in Moving Point Sets,42,"Nowadays, many mobile applications provide location-based services that allow users to access location-related information from anywhere, whenever they desire. A moving user can issue [::queries::] to access information about moving or static objects. Continuous spatial [::query::] processing systems are used for this type of application. We propose two continuous [::query::] processing strategies...",Conferences,"['CAN', 'CAN']",MEDI
997,"[{'preferredName': 'Magnus Bakken', 'normalizedName': 'M. Bakken', 'firstName': 'Magnus', 'lastName': 'Bakken', 'searchablePreferredName': 'Magnus Bakken', 'id': 37089165505}]",9613137,7-10 Sept. 2021,9613487,Quarry: An open source tool for OPC UA SPARQL queries over hybrid architectures using query rewriting,108,OPC UA is an open set of specifications for communication and modelling that have found extensive use in industrial automation. OPC UA information models are part of the specification and are used by asset owners and equipment vendors to describe the static parameters and time varying signals belonging to equipment in standardized ways. Such descriptions are aimed to drastically reduce the cost of...,Conferences,['NOR'],MEDI
998,"[{'preferredName': 'Nicolle Chaves Cysneiros', 'normalizedName': 'N. C. Cysneiros', 'firstName': 'Nicolle Chaves', 'lastName': 'Cysneiros', 'searchablePreferredName': 'Nicolle Chaves Cysneiros', 'id': 37085804956}, {'preferredName': 'Ana Carolina Salgado', 'normalizedName': 'A. C. Salgado', 'firstName': 'Ana Carolina', 'lastName': 'Salgado', 'searchablePreferredName': 'Ana Carolina Salgado', 'id': 37393754600}]",7491933,16-20 May 2016,7495627,Including hierarchical navigation in a Graph Database query language with an OBDA approach,220,"Distributed and replicated systems, such as Big Data applications, deal with conflicting and duplicated data. Therefore, it is needed a database with flexible data model to materialize the data and an end-user oriented interface in order to allow [::queries::] in heterogeneous data. Using OBDA approach in a Graph Database is an attempt to solve these problems. However, new problems arise regarding...",Conferences,"[None, None]",MEDI
999,"[{'preferredName': 'Chen Zhang', 'normalizedName': 'C. Zhang', 'firstName': 'Chen', 'lastName': 'Zhang', 'searchablePreferredName': 'Chen Zhang', 'id': 37085454690}, {'preferredName': 'Sen Zhang', 'normalizedName': 'S. Zhang', 'firstName': 'Sen', 'lastName': 'Zhang', 'searchablePreferredName': 'Sen Zhang', 'id': 37086507253}, {'preferredName': 'Chen Lei', 'normalizedName': 'C. Lei', 'firstName': 'Chen', 'lastName': 'Lei', 'searchablePreferredName': 'Chen Lei', 'id': 37087761386}, {'preferredName': 'Peiguang Lin', 'normalizedName': 'P. Lin', 'firstName': 'Peiguang', 'lastName': 'Lin', 'searchablePreferredName': 'Peiguang Lin', 'id': 37536677000}]",8476188,16-19 April 2018,8509378,Burstiness in Query Log: Web Search Analysis by Combining Global and Local Evidences,152,"Web search analysis plays a critical role in improving the performance of cutting-edge search engines. Most of the existing models, such as the click graph and its variants, focus on utilizing the wisdom of the crowd. However, how to design a model supporting both the collective wisdom as well as the unique characteristic of individuals is rarely studied. In this paper, our goal is to solve the ne...",Conferences,"['CHN', 'CHN', None, 'CHN']",MEDI
1000,"[{'preferredName': 'Md. Shake Farid Uddin', 'normalizedName': 'M. S. Farid Uddin', 'firstName': 'Md. Shake', 'lastName': 'Farid Uddin', 'searchablePreferredName': 'Md. Shake Farid Uddin', 'id': 713732965812130}, {'preferredName': 'Md. Tanziar Rahman', 'normalizedName': 'M. Tanziar Rahman', 'firstName': 'Md.', 'lastName': 'Tanziar Rahman', 'searchablePreferredName': 'Md. Tanziar Rahman', 'id': 37087407232}, {'preferredName': 'Mosaddek Adnan Sikder', 'normalizedName': 'M. A. Sikder', 'firstName': 'Mosaddek Adnan', 'lastName': 'Sikder', 'searchablePreferredName': 'Mosaddek Adnan Sikder', 'id': 291135624609140}]",10440723,13-15 Dec. 2023,10441199,Analysis of SARGable Queries for Query Optimization in Relational Database,14,Being lived in the era of the 4th Industrial Revolution where software plays a pivotal role in almost every aspect of our life. The accomplishment of any software application relies on the Database system which is responsible for storing and retrieving information related to that software. Relational Database systems are based on relational techniques and use the principle of Structured [::Query::...,Conferences,"['BGD', 'BGD', 'BGD']",ENGI
1001,"[{'preferredName': 'Khin Myat Kyu', 'normalizedName': 'K. M. Kyu', 'firstName': 'Khin Myat', 'lastName': 'Kyu', 'searchablePreferredName': 'Khin Myat Kyu', 'id': 37087112797}, {'preferredName': 'Aung Nway Oo', 'normalizedName': 'A. N. Oo', 'firstName': 'Aung Nway', 'lastName': 'Oo', 'searchablePreferredName': 'Aung Nway Oo', 'id': 37087111264}]",9261768,4-5 Nov. 2020,9261805,Enhancement of Query Execution Time in SPARQL Query Processing,143,"During couples of decades, the popularity of Semantic Web is increased in both academic and industry. RDF is a data model standardized by W3C for the Semantic Web and a [::query::] language used for retrieving the RDF data is SPARQL [::query::]. Most of the real-world applications has widely used RDF as a standardized data format, so that efficient data storage and [::query::] processing technique...",Conferences,"['MMR', 'MMR']",ENGI
1002,"[{'preferredName': 'Madhuri A. Potey', 'normalizedName': 'M. A. Potey', 'firstName': 'Madhuri A.', 'lastName': 'Potey', 'searchablePreferredName': 'Madhuri A. Potey', 'id': 38490767400}, {'preferredName': 'Dhanashri A. Patel', 'normalizedName': 'D. A. Patel', 'firstName': 'Dhanashri A.', 'lastName': 'Patel', 'searchablePreferredName': 'Dhanashri A. Patel', 'id': 38667379600}, {'preferredName': 'P. K. Sinha', 'normalizedName': 'P. K. Sinha', 'firstName': 'P. K.', 'lastName': 'Sinha', 'searchablePreferredName': 'P. K. Sinha', 'id': 37591066000}]",6495610,22-23 Feb. 2013,6514421,A survey of query log processing techniques and evaluation of web query intent identification,503,"[::Query::] log is the pouch of valuable information that records user&#39;s search [::queries::] and related actions on the internet. By mining the recorded information, it is possible to exploit the user&#39;s underlying goals, preferences, interests, search behaviors and implicit feedback. The wealth of mined information can be used in many applications such as [::query::] log analysis, [::query::] rec...",Conferences,"['IOT', 'IOT', 'IOT']",ENGI
1003,"[{'preferredName': 'Xiaoyi Zhou', 'normalizedName': 'X. Zhou', 'firstName': 'Xiaoyi', 'lastName': 'Zhou', 'searchablePreferredName': 'Xiaoyi Zhou', 'id': 37086317506}, {'preferredName': 'Jie Luo', 'normalizedName': 'J. Luo', 'firstName': 'Jie', 'lastName': 'Luo', 'searchablePreferredName': 'Jie Luo', 'id': 37073944700}, {'preferredName': 'Tao He', 'normalizedName': 'T. He', 'firstName': 'Tao', 'lastName': 'He', 'searchablePreferredName': 'Tao He', 'id': 37086315615}]",8272882,9-10 Dec. 2017,8283258,Multi-query Optimization via Common Sub Query Elimination for SPARQL,144,"As the main [::query::] language on RDF data, SPARQL constantly drawing attention from the Semantic Web communities. In this paper we present a mechanism that can identify common sub [::queries::] in multiple RDF [::queries::] and eliminate redundant sub [::queries::], significantly improving the efficiency of executing multiple RDF [::queries::], both simultaneously and sequentially. Unlike previ...",Conferences,"['CHN', 'CHN', 'CHN']",ENGI
